Date,Close
1/10/2025 16:00:00,142.64
1/13/2025 16:00:00,144.5
1/14/2025 16:00:00,144.95
1/15/2025 16:00:00,144.78
1/16/2025 16:00:00,146.54
1/17/2025 16:00:00,148.25
1/21/2025 16:00:00,148.55
1/22/2025 16:00:00,148.09
1/23/2025 16:00:00,148.62
1/24/2025 16:00:00,149.12
1/27/2025 16:00:00,154.61
1/28/2025 16:00:00,150.25
1/29/2025 16:00:00,150.37
1/30/2025 16:00:00,151.9
1/31/2025 16:00:00,150.69
2/3/2025 16:00:00,150.27
2/4/2025 16:00:00,143.49
2/5/2025 16:00:00,145.66
2/6/2025 16:00:00,145.35
2/7/2025 16:00:00,144.58
2/10/2025 16:00:00,144.35
2/11/2025 16:00:00,145.64
2/12/2025 16:00:00,143.99
2/13/2025 16:00:00,144.58
2/14/2025 16:00:00,143.39
2/18/2025 16:00:00,144.1
2/19/2025 16:00:00,145.81
2/20/2025 16:00:00,149.1
2/21/2025 16:00:00,153.5
2/24/2025 16:00:00,153.85
2/25/2025 16:00:00,156.42
2/26/2025 16:00:00,151.51
2/27/2025 16:00:00,152.02
2/28/2025 16:00:00,153.47
3/3/2025 16:00:00,155.99
3/4/2025 16:00:00,154.19
3/5/2025 16:00:00,153.88
3/6/2025 16:00:00,154.61
3/7/2025 16:00:00,154.44
3/10/2025 16:00:00,156.25
3/11/2025 16:00:00,152.33
3/12/2025 16:00:00,148.17
3/13/2025 16:00:00,148.34
3/14/2025 16:00:00,148.59
3/17/2025 16:00:00,151.34
3/18/2025 16:00:00,148.99
3/19/2025 16:00:00,148.11
3/20/2025 16:00:00,147.15
3/21/2025 16:00:00,145.45
3/24/2025 16:00:00,146.45
3/25/2025 16:00:00,145.54
3/26/2025 16:00:00,148.64
3/27/2025 16:00:00,149.67
3/28/2025 16:00:00,149.27
3/31/2025 16:00:00,149.94
4/1/2025 16:00:00,149.67
4/2/2025 16:00:00,149.12
4/3/2025 16:00:00,151.37
4/4/2025 16:00:00,146.61
4/7/2025 16:00:00,143.19
4/8/2025 16:00:00,140.3
4/9/2025 16:00:00,145.59
4/10/2025 16:00:00,144.14
4/11/2025 16:00:00,144.43
4/14/2025 16:00:00,146.75
4/15/2025 16:00:00,142.84
4/16/2025 16:00:00,140.09
4/17/2025 16:00:00,142.84
4/21/2025 16:00:00,141.73
4/22/2025 16:00:00,143.46
4/23/2025 16:00:00,142.26
4/24/2025 16:00:00,135.31
4/25/2025 16:00:00,133.38
4/28/2025 16:00:00,133.76
4/29/2025 16:00:00,134.31
4/30/2025 16:00:00,135.58
5/1/2025 16:00:00,133.55
5/2/2025 16:00:00,133.75
5/5/2025 16:00:00,131.99
5/6/2025 16:00:00,130.74
5/7/2025 16:00:00,131.92
5/8/2025 16:00:00,131.43
5/9/2025 16:00:00,130.44
5/12/2025 16:00:00,131.68
5/13/2025 16:00:00,130.31
5/14/2025 16:00:00,128.45
5/15/2025 16:00:00,131.5
5/16/2025 16:00:00,131.98
5/19/2025 16:00:00,131.79
5/20/2025 16:00:00,131.8
5/21/2025 16:00:00,130.15
5/22/2025 16:00:00,130.12
5/23/2025 16:00:00,129.34
5/27/2025 16:00:00,131.37
5/28/2025 16:00:00,130.67
5/29/2025 16:00:00,131.92
5/30/2025 16:00:00,131.45
6/2/2025 16:00:00,130.91
6/3/2025 16:00:00,131.85
6/4/2025 16:00:00,131.74
6/5/2025 16:00:00,131.11
6/6/2025 16:00:00,130.03
6/9/2025 16:00:00,129.96
6/10/2025 16:00:00,131.83
6/11/2025 16:00:00,129.9
6/12/2025 16:00:00,132.3
6/13/2025 16:00:00,130.85
6/16/2025 16:00:00,131.41
6/17/2025 16:00:00,129.29
6/18/2025 16:00:00,129.07
6/20/2025 16:00:00,129.07
6/23/2025 16:00:00,129.09
6/24/2025 16:00:00,131.05
6/25/2025 16:00:00,128.02
6/26/2025 16:00:00,128.22
6/27/2025 16:00:00,131.04
6/30/2025 16:00:00,132.04
7/1/2025 16:00:00,135.26
7/2/2025 16:00:00,136.48
7/3/2025 13:05:00,135.38
7/7/2025 16:00:00,134.45
7/8/2025 16:00:00,135.04
7/9/2025 16:00:00,134.48
7/10/2025 16:00:00,136.08
7/11/2025 16:00:00,135.26
7/14/2025 16:00:00,135.57
7/15/2025 16:00:00,133.81
7/16/2025 16:00:00,135.35
7/17/2025 16:00:00,145.44
7/18/2025 16:00:00,143.24
7/21/2025 16:00:00,141.7
7/22/2025 16:00:00,146.04
7/23/2025 16:00:00,145.66
7/24/2025 16:00:00,144.51
7/25/2025 16:00:00,143.45
7/28/2025 16:00:00,141.57
7/29/2025 16:00:00,143.89
7/30/2025 16:00:00,142.86
7/31/2025 16:00:00,137.92
8/1/2025 16:00:00,139.28
8/4/2025 16:00:00,139.56
8/5/2025 16:00:00,139.45
8/6/2025 16:00:00,140.8
8/7/2025 16:00:00,143.92
8/8/2025 16:00:00,145.21
8/11/2025 16:00:00,144.87
8/12/2025 16:00:00,146.87
8/13/2025 16:00:00,149.35
8/14/2025 16:00:00,148.62
8/15/2025 16:00:00,150.4
8/18/2025 16:00:00,149.55
8/19/2025 16:00:00,152.16
8/20/2025 16:00:00,150.73
8/21/2025 16:00:00,148.98
8/22/2025 16:00:00,149.64
8/25/2025 16:00:00,148.2
8/26/2025 16:00:00,147
8/27/2025 16:00:00,147.64
8/28/2025 16:00:00,146.98
8/29/2025 16:00:00,148.65
9/2/2025 16:00:00,150.28
9/3/2025 16:00:00,148.64
9/4/2025 16:00:00,146.89
9/5/2025 16:00:00,146.39
9/8/2025 16:00:00,141.71
9/9/2025 16:00:00,143.1
9/10/2025 16:00:00,142.66
9/11/2025 16:00:00,144.23
9/12/2025 16:00:00,143.53
9/15/2025 16:00:00,140.64
9/16/2025 16:00:00,140.03
9/17/2025 16:00:00,141.23
9/18/2025 16:00:00,140.73
9/19/2025 16:00:00,141.76
9/22/2025 16:00:00,141.03
9/23/2025 16:00:00,141.9
9/24/2025 16:00:00,142.17
9/25/2025 16:00:00,139.92
9/26/2025 16:00:00,140.44
9/29/2025 16:00:00,140.17
9/30/2025 16:00:00,140.44
10/1/2025 16:00:00,143.14
10/2/2025 16:00:00,142.31
10/3/2025 16:00:00,141.98
10/6/2025 16:00:00,139.7
10/7/2025 16:00:00,140.79
10/8/2025 16:00:00,138.84
10/9/2025 16:00:00,144.71
10/10/2025 16:00:00,150.08
10/13/2025 16:00:00,148.89
10/14/2025 16:00:00,151.54
10/15/2025 16:00:00,151.16
10/16/2025 16:00:00,152.67
10/17/2025 16:00:00,153.71
10/20/2025 16:00:00,153.64
10/21/2025 16:00:00,153.18
10/22/2025 16:00:00,153.03
10/23/2025 16:00:00,151.51
10/24/2025 16:00:00,151.55
10/27/2025 16:00:00,152.63
10/28/2025 16:00:00,150.12
10/29/2025 16:00:00,146.16
10/30/2025 16:00:00,147.55
10/31/2025 16:00:00,146.09
11/3/2025 16:00:00,143.6
11/4/2025 16:00:00,142.9
11/5/2025 16:00:00,142.86
11/6/2025 16:00:00,141.58
11/7/2025 16:00:00,142.95
11/10/2025 16:00:00,142.62
11/11/2025 16:00:00,145.08
11/12/2025 16:00:00,144.39
11/13/2025 16:00:00,145.02
11/14/2025 16:00:00,145.85
11/17/2025 16:00:00,147.83
11/18/2025 16:00:00,148.77
11/19/2025 16:00:00,147.11
11/20/2025 16:00:00,146.1
11/21/2025 16:00:00,146.33
11/24/2025 16:00:00,145.5
11/25/2025 16:00:00,146.11
11/26/2025 16:00:00,147.98
11/28/2025 13:05:00,148.74
12/1/2025 16:00:00,149.51
12/2/2025 16:00:00,148.61
12/3/2025 16:00:00,148.06
12/4/2025 16:00:00,146.91
12/5/2025 16:00:00,145.02
12/8/2025 16:00:00,145.63
12/9/2025 16:00:00,144.64
12/10/2025 16:00:00,149.7
12/11/2025 16:00:00,149.04
12/12/2025 16:00:00,150.65
12/15/2025 16:00:00,151.22
12/16/2025 16:00:00,150.37
12/17/2025 16:00:00,150.08
12/18/2025 16:00:00,149.37
12/19/2025 16:00:00,148.16
12/22/2025 16:00:00,147.05
12/23/2025 16:00:00,143.68
12/24/2025 13:05:00,143.74
12/26/2025 16:00:00,143.78
12/29/2025 16:00:00,144.24
12/30/2025 16:00:00,144.16
12/31/2025 16:00:00,143.52
